_Id,_UserId,_Name,_Date,_Class,_TagBased
459,417,Critic,2015-12-04T18:12:01.157,3,False
460,670,Scholar,2015-12-04T18:12:01.157,3,False
463,729,Autobiographer,2015-12-04T20:53:43.167,3,False
464,731,Autobiographer,2015-12-04T21:08:43.233,3,False
465,301,Critic,2015-12-04T22:33:02.813,3,False
466,729,Supporter,2015-12-04T22:48:18.890,3,False
467,732,Autobiographer,2015-12-04T23:21:38.297,3,False
468,23,Explainer,2015-12-05T00:28:44.363,3,False
469,348,Critic,2015-12-05T02:59:27.137,3,False
470,739,Autobiographer,2015-12-05T04:57:24.917,3,False
472,416,Nice Question,2015-12-05T06:34:50.710,3,False
473,20,Custodian,2015-12-05T08:02:35.680,3,False
474,4,Good Question,2015-12-05T09:25:18.287,2,False
475,301,Student,2015-12-05T10:56:34.807,3,False
476,65,Editor,2015-12-05T14:48:13.600,3,False
477,95,Commentator,2015-12-05T15:52:48.030,3,False
478,24,Nice Answer,2015-12-05T16:07:48.830,3,False
479,758,Autobiographer,2015-12-05T16:07:48.830,3,False
480,758,Supporter,2015-12-05T16:07:48.830,3,False
481,399,Critic,2015-12-05T16:28:28.107,3,False
482,770,Autobiographer,2015-12-05T18:04:52.577,3,False
483,770,Supporter,2015-12-05T18:04:52.577,3,False
485,762,Autobiographer,2015-12-05T19:40:38.510,3,False
487,416,Nice Answer,2015-12-05T22:30:21.263,3,False
488,771,Autobiographer,2015-12-05T22:30:21.263,3,False
489,91,Student,2015-12-05T23:18:34.857,3,False
490,416,Enlightened,2015-12-05T23:33:48.157,2,False
491,632,Editor,2015-12-06T02:15:00.947,3,False
492,103,Nice Question,2015-12-06T02:33:26.173,3,False
493,238,Commentator,2015-12-06T03:05:56.610,3,False
495,91,Critic,2015-12-06T05:57:17.313,3,False
496,437,Critic,2015-12-06T05:57:17.313,3,False
497,22,Nice Question,2015-12-06T06:12:24.463,3,False
498,301,Nice Question,2015-12-06T06:12:24.463,3,False
499,65,Student,2015-12-06T06:12:24.463,3,False
500,238,Student,2015-12-06T06:12:24.463,3,False
501,25,Custodian,2015-12-06T07:59:40.603,3,False
502,280,Custodian,2015-12-06T10:14:32.253,3,False
503,893,Autobiographer,2015-12-06T14:18:54.383,3,False
504,23,Critic,2015-12-06T14:36:57.590,3,False
505,670,Nice Question,2015-12-06T15:06:57.410,3,False
507,127,Tag Editor,2015-12-06T18:37:50.063,3,False
508,23,Custodian,2015-12-06T18:37:50.063,3,False
509,342,Critic,2015-12-06T19:37:55.567,3,False
510,902,Critic,2015-12-06T19:37:55.567,3,False
511,902,Supporter,2015-12-06T19:37:55.567,3,False
512,288,Teacher,2015-12-06T19:53:58.167,3,False
513,4,Nice Answer,2015-12-06T21:37:08.473,3,False
514,925,Autobiographer,2015-12-06T22:29:20.040,3,False
515,809,Autobiographer,2015-12-06T22:29:20.040,3,False
516,25,Scholar,2015-12-06T22:29:20.040,3,False
517,4,Enlightened,2015-12-06T23:00:45.477,2,False
518,73,Critic,2015-12-07T02:28:07.100,3,False
519,893,Supporter,2015-12-07T03:17:57.117,3,False
